指数名称,当前点数,当前价格,涨跌率,成交量（手）,成交额（万元）,日期,时间
深证成指,10302.13,-40.716,-0.39,5895684,795239,2018-05-03,09:32:53
深证成指,10302.26,-40.589,-0.39,5961051,803439,2018-05-03,09:32:58
深证成指,10300.42,-42.431,-0.41,6087727,820667,2018-05-03,09:33:03
深证成指,10300.33,-42.514,-0.41,6220853,839341,2018-05-03,09:33:08
深证成指,10299.74,-43.105,-0.42,6292744,849617,2018-05-03,09:33:13
深证成指,10299.84,-43.005,-0.42,6413338,866400,2018-05-03,09:33:18
深证成指,10298.23,-44.618,-0.43,6534631,883979,2018-05-03,09:33:23
深证成指,10299.34,-43.501,-0.42,6602978,893395,2018-05-03,09:33:28
深证成指,10297.36,-45.488,-0.44,6722099,910230,2018-05-03,09:33:33
深证成指,10298.48,-44.362,-0.43,6869221,929106,2018-05-03,09:33:38
深证成指,10299.51,-43.339,-0.42,6932669,937959,2018-05-03,09:33:43
深证成指,10300.16,-42.687,-0.41,7058910,954855,2018-05-03,09:33:48
深证成指,10299.02,-43.830,-0.42,7187451,972559,2018-05-03,09:33:53
深证成指,10298.14,-44.702,-0.43,7248335,980398,2018-05-03,09:33:58
深证成指,10297.31,-45.540,-0.44,7374757,997505,2018-05-03,09:34:03
深证成指,10297.13,-45.720,-0.44,7497537,1014925,2018-05-03,09:34:08
深证成指,10296.67,-46.178,-0.45,7564056,1025278,2018-05-03,09:34:13
深证成指,10297.39,-45.451,-0.44,7694676,1045519,2018-05-03,09:34:18
深证成指,10298.59,-44.260,-0.43,7823085,1063376,2018-05-03,09:34:23
深证成指,10298.28,-44.568,-0.43,7886767,1073310,2018-05-03,09:34:28
深证成指,10302.15,-40.692,-0.39,8037694,1096074,2018-05-03,09:34:33
深证成指,10308.97,-33.880,-0.33,8197885,1118248,2018-05-03,09:34:38
深证成指,10310.98,-31.868,-0.31,8358626,1140371,2018-05-03,09:34:43
深证成指,10314.73,-28.115,-0.27,8429873,1150325,2018-05-03,09:34:48
深证成指,10317.45,-25.400,-0.25,8575593,1170520,2018-05-03,09:34:53
深证成指,10319.56,-23.290,-0.23,8744754,1191058,2018-05-03,09:34:58
深证成指,10321.32,-21.523,-0.21,8818103,1200355,2018-05-03,09:35:03
深证成指,10323.12,-19.730,-0.19,8961372,1219340,2018-05-03,09:35:08
深证成指,10324.47,-18.371,-0.18,9113223,1238366,2018-05-03,09:35:13
深证成指,10325.97,-16.873,-0.16,9186320,1248168,2018-05-03,09:35:18
深证成指,10327.92,-14.931,-0.14,9351791,1268344,2018-05-03,09:35:23
深证成指,10329.79,-13.051,-0.13,9477112,1285151,2018-05-03,09:35:29
深证成指,10331.13,-11.719,-0.11,9538661,1293233,2018-05-03,09:35:34
深证成指,10331.97,-10.873,-0.11,9677548,1311643,2018-05-03,09:35:39
深证成指,10334.64,-8.207,-0.08,9823107,1329325,2018-05-03,09:35:44
深证成指,10335.68,-7.167,-0.07,9885808,1337218,2018-05-03,09:35:49
深证成指,10337.88,-4.970,-0.05,10013492,1353808,2018-05-03,09:35:54
深证成指,10339.09,-3.760,-0.04,10147577,1371016,2018-05-03,09:35:59
深证成指,10338.96,-3.887,-0.04,10211593,1379145,2018-05-03,09:36:04
深证成指,10338.00,-4.842,-0.05,10355606,1400300,2018-05-03,09:36:09
深证成指,10336.94,-5.902,-0.06,10482468,1417408,2018-05-03,09:36:14
深证成指,10337.51,-5.332,-0.05,10552549,1426731,2018-05-03,09:36:19
深证成指,10337.43,-5.414,-0.05,10688588,1443908,2018-05-03,09:36:24
深证成指,10337.11,-5.732,-0.06,10819709,1461392,2018-05-03,09:36:29
深证成指,10336.01,-6.831,-0.07,10890786,1469906,2018-05-03,09:36:34
深证成指,10335.88,-6.964,-0.07,11022414,1487276,2018-05-03,09:36:39
深证成指,10337.34,-5.506,-0.05,11145187,1503804,2018-05-03,09:36:44
深证成指,10337.78,-5.066,-0.05,11201791,1511575,2018-05-03,09:36:49
深证成指,10337.18,-5.663,-0.05,11325285,1527886,2018-05-03,09:36:54
深证成指,10337.29,-5.557,-0.05,11454698,1544290,2018-05-03,09:36:59
深证成指,10337.06,-5.781,-0.06,11522566,1552708,2018-05-03,09:37:04
深证成指,10336.12,-6.723,-0.06,11651049,1569681,2018-05-03,09:37:09
深证成指,10335.66,-7.182,-0.07,11806677,1590370,2018-05-03,09:37:14
深证成指,10336.30,-6.546,-0.06,11869336,1598785,2018-05-03,09:37:19
深证成指,10336.12,-6.730,-0.07,11988724,1614674,2018-05-03,09:37:24
深证成指,10334.78,-8.067,-0.08,12101154,1630207,2018-05-03,09:37:29
深证成指,10333.76,-9.090,-0.09,12160484,1637921,2018-05-03,09:37:34
深证成指,10334.25,-8.591,-0.08,12277439,1653890,2018-05-03,09:37:39
深证成指,10334.37,-8.478,-0.08,12407557,1670054,2018-05-03,09:37:44
深证成指,10333.60,-9.249,-0.09,12465862,1677713,2018-05-03,09:37:49
深证成指,10332.42,-10.426,-0.10,12583485,1693408,2018-05-03,09:37:54
深证成指,10332.63,-10.218,-0.10,12692741,1707799,2018-05-03,09:37:59
深证成指,10333.24,-9.603,-0.09,12747543,1715419,2018-05-03,09:38:04
深证成指,10331.75,-11.100,-0.11,12867512,1731772,2018-05-03,09:38:09
深证成指,10331.21,-11.639,-0.11,12978015,1746346,2018-05-03,09:38:14
深证成指,10331.58,-11.262,-0.11,13040670,1754981,2018-05-03,09:38:19
深证成指,10330.55,-12.297,-0.12,13153931,1770281,2018-05-03,09:38:24
深证成指,10331.33,-11.512,-0.11,13269438,1786012,2018-05-03,09:38:29
深证成指,10331.35,-11.497,-0.11,13326533,1793683,2018-05-03,09:38:34
深证成指,10331.40,-11.449,-0.11,13437962,1809163,2018-05-03,09:38:39
深证成指,10331.02,-11.822,-0.11,13551472,1824549,2018-05-03,09:38:44
深证成指,10332.38,-10.471,-0.10,13668926,1840609,2018-05-03,09:38:49
深证成指,10333.35,-9.493,-0.09,13730680,1849299,2018-05-03,09:38:54
深证成指,10334.27,-8.577,-0.08,13853033,1866889,2018-05-03,09:38:59
深证成指,10335.78,-7.065,-0.07,13922805,1875773,2018-05-03,09:39:04
深证成指,10336.24,-6.602,-0.06,14063205,1893019,2018-05-03,09:39:09
深证成指,10337.08,-5.765,-0.06,14192906,1910268,2018-05-03,09:39:15
深证成指,10337.98,-4.863,-0.05,14323538,1929022,2018-05-03,09:39:20
深证成指,10337.88,-4.961,-0.05,14380847,1936966,2018-05-03,09:39:25
深证成指,10339.21,-3.638,-0.04,14509813,1954644,2018-05-03,09:39:30
深证成指,10339.54,-3.308,-0.03,14622455,1969233,2018-05-03,09:39:36
深证成指,10339.98,-2.861,-0.03,14772515,1986430,2018-05-03,09:39:41
深证成指,10341.48,-1.365,-0.01,14833279,1994582,2018-05-03,09:39:46
深证成指,10341.27,-1.580,-0.02,14945024,2009498,2018-05-03,09:39:51
深证成指,10339.62,-3.222,-0.03,15083076,2026784,2018-05-03,09:39:56
深证成指,10340.39,-2.454,-0.02,15159653,2035396,2018-05-03,09:40:01
深证成指,10339.83,-3.021,-0.03,15310788,2053543,2018-05-03,09:40:06
深证成指,10340.53,-2.313,-0.02,15431134,2069276,2018-05-03,09:40:11
深证成指,10338.53,-4.318,-0.04,15497107,2077740,2018-05-03,09:40:16
深证成指,10334.90,-7.950,-0.08,15663122,2097171,2018-05-03,09:40:21
深证成指,10333.36,-9.488,-0.09,15866773,2121215,2018-05-03,09:40:26
深证成指,10328.94,-13.909,-0.13,16033810,2142186,2018-05-03,09:40:31
深证成指,10328.87,-13.979,-0.14,16135599,2153433,2018-05-03,09:40:36
深证成指,10326.31,-16.532,-0.16,16311029,2174307,2018-05-03,09:40:41
深证成指,10322.70,-20.149,-0.19,16466120,2194088,2018-05-03,09:40:46
深证成指,10321.50,-21.347,-0.21,16554939,2204588,2018-05-03,09:40:51
深证成指,10316.18,-26.668,-0.26,16705112,2223604,2018-05-03,09:40:56
深证成指,10316.67,-26.177,-0.25,16788562,2233944,2018-05-03,09:41:01
深证成指,10314.29,-28.556,-0.28,16928630,2253575,2018-05-03,09:41:06
深证成指,10313.15,-29.698,-0.29,17074460,2273159,2018-05-03,09:41:11
深证成指,10313.27,-29.576,-0.29,17146111,2282575,2018-05-03,09:41:16
深证成指,10313.17,-29.673,-0.29,17274984,2299629,2018-05-03,09:41:21
深证成指,10312.63,-30.214,-0.29,17416266,2317645,2018-05-03,09:41:26
深证成指,10312.45,-30.399,-0.29,17494863,2326706,2018-05-03,09:41:31
深证成指,10312.71,-30.131,-0.29,17639650,2344751,2018-05-03,09:41:36
深证成指,10310.30,-32.544,-0.31,17771479,2362632,2018-05-03,09:41:41
深证成指,10309.85,-32.997,-0.32,17842600,2372043,2018-05-03,09:41:46
深证成指,10308.96,-33.883,-0.33,17990424,2391572,2018-05-03,09:41:51
深证成指,10308.84,-34.008,-0.33,18055459,2400136,2018-05-03,09:41:56
深证成指,10306.88,-35.967,-0.35,18270355,2427576,2018-05-03,09:42:01
深证成指,10307.25,-35.599,-0.34,18336014,2436464,2018-05-03,09:42:06
深证成指,10303.91,-38.935,-0.38,18485044,2456497,2018-05-03,09:42:12
深证成指,10302.42,-40.423,-0.39,18611533,2473733,2018-05-03,09:42:17
深证成指,10302.78,-40.066,-0.39,18676617,2482050,2018-05-03,09:42:22
深证成指,10301.92,-40.928,-0.40,18809161,2499315,2018-05-03,09:42:27
深证成指,10301.24,-41.609,-0.40,18938372,2515824,2018-05-03,09:42:32
深证成指,10299.81,-43.036,-0.42,19006208,2525097,2018-05-03,09:42:37
深证成指,10299.18,-43.661,-0.42,19122618,2540870,2018-05-03,09:42:42
深证成指,10300.05,-42.792,-0.41,19284094,2560553,2018-05-03,09:42:47
深证成指,10298.83,-44.012,-0.43,19351998,2569662,2018-05-03,09:42:52
深证成指,10297.77,-45.076,-0.44,19484755,2587615,2018-05-03,09:42:57
深证成指,10295.89,-46.960,-0.45,19613682,2603740,2018-05-03,09:43:02
深证成指,10294.93,-47.911,-0.46,19736035,2620550,2018-05-03,09:43:07
深证成指,10294.79,-48.055,-0.46,19792377,2628233,2018-05-03,09:43:12
深证成指,10294.11,-48.736,-0.47,19917771,2645448,2018-05-03,09:43:17
深证成指,10294.39,-48.458,-0.47,20036671,2662029,2018-05-03,09:43:22
深证成指,10294.96,-47.890,-0.46,20096347,2670725,2018-05-03,09:43:27
深证成指,10294.29,-48.556,-0.47,20222808,2688594,2018-05-03,09:43:32
深证成指,10293.96,-48.883,-0.47,20283526,2697737,2018-05-03,09:43:37
深证成指,10293.58,-49.264,-0.48,20408464,2714992,2018-05-03,09:43:42
深证成指,10293.29,-49.559,-0.48,20522475,2731512,2018-05-03,09:43:47
深证成指,10293.05,-49.795,-0.48,20587005,2740122,2018-05-03,09:43:52
深证成指,10293.06,-49.784,-0.48,20717579,2758211,2018-05-03,09:43:57
深证成指,10293.04,-49.808,-0.48,20850737,2775621,2018-05-03,09:44:02
深证成指,10292.51,-50.338,-0.49,20912066,2783727,2018-05-03,09:44:07
深证成指,10293.23,-49.614,-0.48,21044844,2801225,2018-05-03,09:44:12
深证成指,10292.21,-50.640,-0.49,21169792,2817877,2018-05-03,09:44:17
深证成指,10292.25,-50.599,-0.49,21243072,2826478,2018-05-03,09:44:22
深证成指,10291.31,-51.537,-0.50,21361245,2842899,2018-05-03,09:44:27
深证成指,10290.33,-52.516,-0.51,21467472,2859040,2018-05-03,09:44:32
深证成指,10289.25,-53.599,-0.52,21527779,2868188,2018-05-03,09:44:37
深证成指,10289.32,-53.522,-0.52,21651520,2885796,2018-05-03,09:44:42
深证成指,10288.65,-54.192,-0.52,21761673,2900893,2018-05-03,09:44:47
深证成指,10287.52,-55.326,-0.53,21824795,2908511,2018-05-03,09:44:52
深证成指,10286.18,-56.661,-0.55,21954466,2923876,2018-05-03,09:44:57
深证成指,10286.09,-56.756,-0.55,22080337,2941818,2018-05-03,09:45:02
深证成指,10283.35,-59.499,-0.58,22202252,2958562,2018-05-03,09:45:07
深证成指,10283.52,-59.321,-0.57,22259021,2966675,2018-05-03,09:45:12
深证成指,10284.97,-57.875,-0.56,22385781,2983709,2018-05-03,09:45:17
深证成指,10283.93,-58.915,-0.57,22506539,3000356,2018-05-03,09:45:22
深证成指,10283.55,-59.293,-0.57,22571257,3009182,2018-05-03,09:45:27
深证成指,10282.98,-59.868,-0.58,22693365,3026228,2018-05-03,09:45:32
深证成指,10283.22,-59.629,-0.58,22756761,3034791,2018-05-03,09:45:37
深证成指,10282.34,-60.501,-0.58,22868572,3049904,2018-05-03,09:45:42
深证成指,10281.05,-61.799,-0.60,22993115,3066312,2018-05-03,09:45:48
深证成指,10279.87,-62.980,-0.61,23120037,3085184,2018-05-03,09:45:53
深证成指,10279.57,-63.276,-0.61,23175718,3092805,2018-05-03,09:45:58
深证成指,10279.19,-63.652,-0.62,23318945,3111548,2018-05-03,09:46:03
深证成指,10279.24,-63.604,-0.61,23451893,3129013,2018-05-03,09:46:08
深证成指,10278.71,-64.134,-0.62,23521546,3139411,2018-05-03,09:46:13
深证成指,10281.10,-61.741,-0.60,23664325,3158832,2018-05-03,09:46:18
深证成指,10280.91,-61.935,-0.60,23783472,3175148,2018-05-03,09:46:23
深证成指,10281.64,-61.204,-0.59,23902290,3192037,2018-05-03,09:46:28
深证成指,10281.77,-61.073,-0.59,23964196,3199964,2018-05-03,09:46:33
深证成指,10281.60,-61.242,-0.59,24077169,3216131,2018-05-03,09:46:38
深证成指,10283.56,-59.288,-0.57,24195255,3232503,2018-05-03,09:46:43
深证成指,10282.92,-59.927,-0.58,24258304,3240526,2018-05-03,09:46:48
深证成指,10282.41,-60.432,-0.58,24380759,3258030,2018-05-03,09:46:53
深证成指,10283.02,-59.823,-0.58,24490167,3274464,2018-05-03,09:46:58
深证成指,10283.19,-59.655,-0.58,24553805,3282641,2018-05-03,09:47:03
深证成指,10284.57,-58.273,-0.56,24680645,3299684,2018-05-03,09:47:08
深证成指,10283.94,-58.901,-0.57,24782603,3314372,2018-05-03,09:47:14
深证成指,10284.96,-57.887,-0.56,24894898,3328708,2018-05-03,09:47:19
深证成指,10284.60,-58.245,-0.56,24945965,3335702,2018-05-03,09:47:24
深证成指,10284.41,-58.433,-0.56,25055047,3349784,2018-05-03,09:47:29
深证成指,10284.64,-58.202,-0.56,25205938,3366418,2018-05-03,09:47:34
深证成指,10284.81,-58.032,-0.56,25269785,3374658,2018-05-03,09:47:39
深证成指,10284.89,-57.953,-0.56,25385275,3389858,2018-05-03,09:47:45
深证成指,10285.28,-57.567,-0.56,25488663,3404023,2018-05-03,09:47:50
深证成指,10285.40,-57.446,-0.56,25590581,3416722,2018-05-03,09:47:55
深证成指,10285.56,-57.289,-0.55,25638133,3423454,2018-05-03,09:48:00
深证成指,10283.70,-59.143,-0.57,25775311,3438894,2018-05-03,09:48:05
深证成指,10284.69,-58.159,-0.56,25870948,3447381,2018-05-03,09:48:10
深证成指,10283.10,-59.747,-0.58,25974576,3461720,2018-05-03,09:48:15
深证成指,10282.97,-59.874,-0.58,26077392,3476082,2018-05-03,09:48:20
深证成指,10282.79,-60.061,-0.58,26136923,3483856,2018-05-03,09:48:25
深证成指,10282.27,-60.577,-0.59,26267159,3498745,2018-05-03,09:48:30
深证成指,10282.17,-60.677,-0.59,26428676,3516307,2018-05-03,09:48:35
深证成指,10281.20,-61.647,-0.60,26542207,3530283,2018-05-03,09:48:40
深证成指,10281.63,-61.216,-0.59,26590434,3537223,2018-05-03,09:48:45
深证成指,10280.73,-62.118,-0.60,26720836,3553269,2018-05-03,09:48:50
深证成指,10280.19,-62.655,-0.61,26876375,3569591,2018-05-03,09:48:55
深证成指,10280.15,-62.697,-0.61,26949517,3577869,2018-05-03,09:49:00
深证成指,10277.91,-64.936,-0.63,27107301,3595455,2018-05-03,09:49:05
深证成指,10276.61,-66.234,-0.64,27230304,3613609,2018-05-03,09:49:10
深证成指,10275.53,-67.314,-0.65,27297943,3622162,2018-05-03,09:49:15
深证成指,10273.53,-69.316,-0.67,27472432,3642137,2018-05-03,09:49:20
深证成指,10271.61,-71.240,-0.69,27626334,3661021,2018-05-03,09:49:25
深证成指,10271.17,-71.671,-0.69,27696106,3669940,2018-05-03,09:49:30
深证成指,10269.25,-73.600,-0.71,27843751,3689205,2018-05-03,09:49:35
深证成指,10267.53,-75.314,-0.73,27984000,3708373,2018-05-03,09:49:40
深证成指,10266.18,-76.664,-0.74,28062025,3717878,2018-05-03,09:49:45
深证成指,10264.49,-78.355,-0.76,28192457,3735129,2018-05-03,09:49:50
深证成指,10261.43,-81.419,-0.79,28329897,3753630,2018-05-03,09:49:55
深证成指,10260.63,-82.217,-0.79,28420725,3764213,2018-05-03,09:50:00
深证成指,10256.25,-86.596,-0.84,28577717,3785183,2018-05-03,09:50:05
深证成指,10255.49,-87.356,-0.84,28716442,3803436,2018-05-03,09:50:10
深证成指,10254.35,-88.495,-0.86,28792860,3813164,2018-05-03,09:50:15
深证成指,10252.73,-90.111,-0.87,28943093,3833630,2018-05-03,09:50:20
深证成指,10252.29,-90.555,-0.88,29016482,3843657,2018-05-03,09:50:25
深证成指,10251.32,-91.524,-0.88,29158476,3862215,2018-05-03,09:50:30
深证成指,10251.51,-91.335,-0.88,29359172,3885212,2018-05-03,09:50:35
深证成指,10249.39,-93.457,-0.90,29531918,3905683,2018-05-03,09:50:40
深证成指,10249.72,-93.122,-0.90,29613115,3915820,2018-05-03,09:50:45
深证成指,10248.35,-94.500,-0.91,29769209,3935814,2018-05-03,09:50:50
深证成指,10247.92,-94.925,-0.92,29837542,3945230,2018-05-03,09:50:55
深证成指,10248.43,-94.413,-0.91,29980346,3964659,2018-05-03,09:51:00
深证成指,10247.62,-95.222,-0.92,30125694,3983380,2018-05-03,09:51:05
深证成指,10247.06,-95.786,-0.93,30273426,4002931,2018-05-03,09:51:10
深证成指,10249.77,-93.079,-0.90,30353738,4013652,2018-05-03,09:51:15
深证成指,10251.89,-90.956,-0.88,30538331,4037461,2018-05-03,09:51:21
深证成指,10254.04,-88.810,-0.86,30728637,4062257,2018-05-03,09:51:26
深证成指,10255.33,-87.515,-0.85,30885387,4083504,2018-05-03,09:51:31
深证成指,10256.15,-86.698,-0.84,30967933,4094483,2018-05-03,09:51:36
深证成指,10258.55,-84.293,-0.81,31132242,4115792,2018-05-03,09:51:41
深证成指,10260.58,-82.267,-0.80,31287981,4135992,2018-05-03,09:51:46
深证成指,10261.44,-81.409,-0.79,31364433,4145642,2018-05-03,09:51:51
深证成指,10263.91,-78.932,-0.76,31505591,4164362,2018-05-03,09:51:56
深证成指,10264.61,-78.232,-0.76,31632382,4181246,2018-05-03,09:52:01
深证成指,10266.12,-76.723,-0.74,31703190,4190209,2018-05-03,09:52:06
深证成指,10264.90,-77.950,-0.75,31816207,4205871,2018-05-03,09:52:11
深证成指,10266.87,-75.978,-0.73,31873969,4213619,2018-05-03,09:52:16
深证成指,10267.83,-75.019,-0.73,31977171,4227861,2018-05-03,09:52:21
深证成指,10267.75,-75.100,-0.73,32088238,4242510,2018-05-03,09:52:26
深证成指,10269.02,-73.825,-0.71,32213607,4257824,2018-05-03,09:52:31
深证成指,10269.56,-73.289,-0.71,32269766,4265636,2018-05-03,09:52:36
深证成指,10269.11,-73.732,-0.71,32380412,4280481,2018-05-03,09:52:41
深证成指,10269.81,-73.035,-0.71,32485688,4294093,2018-05-03,09:52:46
深证成指,10271.03,-71.814,-0.69,32538948,4301907,2018-05-03,09:52:51
深证成指,10271.13,-71.718,-0.69,32653890,4317254,2018-05-03,09:52:56
深证成指,10271.33,-71.515,-0.69,32750737,4331603,2018-05-03,09:53:01
深证成指,10272.11,-70.738,-0.68,32812441,4339370,2018-05-03,09:53:06
深证成指,10272.11,-70.737,-0.68,32918139,4353933,2018-05-03,09:53:11
深证成指,10271.62,-71.229,-0.69,33032796,4369183,2018-05-03,09:53:16
深证成指,10272.52,-70.327,-0.68,33090425,4376797,2018-05-03,09:53:21
深证成指,10271.45,-71.394,-0.69,33196856,4391149,2018-05-03,09:53:26
深证成指,10268.99,-73.856,-0.71,33312369,4406158,2018-05-03,09:53:31
深证成指,10269.88,-72.971,-0.71,33371398,4413467,2018-05-03,09:53:36
深证成指,10269.86,-72.985,-0.71,33473989,4426309,2018-05-03,09:53:41
深证成指,10267.81,-75.039,-0.73,33580925,4439581,2018-05-03,09:53:46
深证成指,10268.14,-74.706,-0.72,33638806,4447001,2018-05-03,09:53:51
深证成指,10268.58,-74.268,-0.72,33689449,4453653,2018-05-03,09:53:56
深证成指,10268.48,-74.369,-0.72,33847551,4475219,2018-05-03,09:54:01
深证成指,10269.20,-73.650,-0.71,33899315,4481490,2018-05-03,09:54:06
深证成指,10268.33,-74.511,-0.72,33989939,4493498,2018-05-03,09:54:11
深证成指,10267.78,-75.069,-0.73,34078405,4505848,2018-05-03,09:54:16
深证成指,10267.84,-75.005,-0.73,34133241,4512681,2018-05-03,09:54:21
深证成指,10266.96,-75.889,-0.73,34221353,4524699,2018-05-03,09:54:26
深证成指,10266.84,-76.006,-0.73,34306616,4536271,2018-05-03,09:54:31
深证成指,10268.20,-74.642,-0.72,34353819,4542336,2018-05-03,09:54:36
深证成指,10268.62,-74.230,-0.72,34450344,4555198,2018-05-03,09:54:41
深证成指,10267.29,-75.560,-0.73,34489133,4560405,2018-05-03,09:54:46
深证成指,10268.37,-74.474,-0.72,34580631,4572709,2018-05-03,09:54:51
深证成指,10268.75,-74.095,-0.72,34664015,4584075,2018-05-03,09:54:56
深证成指,10268.36,-74.481,-0.72,34743513,4594914,2018-05-03,09:55:02
深证成指,10268.91,-73.940,-0.71,34783444,4600117,2018-05-03,09:55:07
深证成指,10269.24,-73.609,-0.71,34864899,4611575,2018-05-03,09:55:12
深证成指,10268.81,-74.040,-0.72,34951721,4622662,2018-05-03,09:55:17
深证成指,10269.08,-73.767,-0.71,35014778,4630199,2018-05-03,09:55:22
深证成指,10268.68,-74.166,-0.72,35101479,4640493,2018-05-03,09:55:27
深证成指,10268.19,-74.660,-0.72,35200164,4652462,2018-05-03,09:55:32
深证成指,10268.62,-74.227,-0.72,35288102,4663286,2018-05-03,09:55:37
深证成指,10268.08,-74.770,-0.72,35330673,4669161,2018-05-03,09:55:42
深证成指,10268.16,-74.685,-0.72,35404192,4679535,2018-05-03,09:55:47
深证成指,10266.83,-76.016,-0.73,35492810,4691743,2018-05-03,09:55:52
深证成指,10267.01,-75.840,-0.73,35536847,4697313,2018-05-03,09:55:57
深证成指,10265.82,-77.029,-0.74,35620274,4708148,2018-05-03,09:56:02
深证成指,10266.05,-76.793,-0.74,35709296,4719330,2018-05-03,09:56:07
深证成指,10266.47,-76.374,-0.74,35752322,4725217,2018-05-03,09:56:12
深证成指,10266.90,-75.947,-0.73,35837827,4736351,2018-05-03,09:56:17
深证成指,10266.69,-76.155,-0.74,35929634,4748189,2018-05-03,09:56:22
深证成指,10266.07,-76.775,-0.74,35974687,4754396,2018-05-03,09:56:27
深证成指,10266.88,-75.963,-0.73,36065079,4766002,2018-05-03,09:56:32
深证成指,10267.50,-75.342,-0.73,36148401,4777097,2018-05-03,09:56:37
深证成指,10266.74,-76.109,-0.74,36191013,4782779,2018-05-03,09:56:42
深证成指,10266.40,-76.442,-0.74,36290422,4796065,2018-05-03,09:56:47
深证成指,10266.23,-76.618,-0.74,36401590,4810726,2018-05-03,09:56:52
深证成指,10266.24,-76.604,-0.74,36452764,4816975,2018-05-03,09:56:57
深证成指,10265.42,-77.422,-0.75,36537248,4828622,2018-05-03,09:57:02
深证成指,10264.04,-78.810,-0.76,36629860,4841259,2018-05-03,09:57:07
深证成指,10263.64,-79.208,-0.77,36675773,4847436,2018-05-03,09:57:12
深证成指,10263.81,-79.037,-0.76,36766653,4860931,2018-05-03,09:57:17
深证成指,10262.75,-80.095,-0.77,36852670,4872201,2018-05-03,09:57:22
深证成指,10262.83,-80.013,-0.77,36898969,4878491,2018-05-03,09:57:27
深证成指,10261.81,-81.034,-0.78,37003517,4892406,2018-05-03,09:57:32
深证成指,10261.40,-81.443,-0.79,37098997,4905625,2018-05-03,09:57:37
深证成指,10260.90,-81.943,-0.79,37142103,4911608,2018-05-03,09:57:42
深证成指,10260.82,-82.021,-0.79,37224332,4923264,2018-05-03,09:57:47
深证成指,10260.94,-81.904,-0.79,37311286,4935259,2018-05-03,09:57:52
深证成指,10260.84,-82.007,-0.79,37353223,4941049,2018-05-03,09:57:57
深证成指,10260.03,-82.817,-0.80,37446393,4953016,2018-05-03,09:58:02
深证成指,10260.38,-82.464,-0.80,37537560,4965267,2018-05-03,09:58:07
深证成指,10260.44,-82.401,-0.80,37582919,4971183,2018-05-03,09:58:12
深证成指,10260.87,-81.978,-0.79,37688952,4984711,2018-05-03,09:58:17
