指数名称,当前点数,当前价格,涨跌率,成交量（手）,成交额（万元）,日期,时间
上证指数,3069.9376,-11.2397,-0.36,60030,824945,2018-05-03,09:34:34
上证指数,3071.9878,-9.1895,-0.30,61433,842778,2018-05-03,09:34:39
上证指数,3072.3868,-8.7905,-0.29,62383,856282,2018-05-03,09:34:44
上证指数,3072.6495,-8.5278,-0.28,63223,866600,2018-05-03,09:34:49
上证指数,3073.1814,-7.9959,-0.26,64457,883543,2018-05-03,09:34:54
上证指数,3073.4635,-7.7138,-0.25,65408,898141,2018-05-03,09:34:59
上证指数,3074.0491,-7.1282,-0.23,66199,909055,2018-05-03,09:35:04
上证指数,3073.9374,-7.2399,-0.23,67343,924492,2018-05-03,09:35:09
上证指数,3074.0792,-7.0981,-0.23,68180,936822,2018-05-03,09:35:14
上证指数,3074.4830,-6.6943,-0.22,68933,946436,2018-05-03,09:35:19
上证指数,3074.6949,-6.4824,-0.21,69894,959801,2018-05-03,09:35:24
上证指数,3075.4096,-5.7677,-0.19,70804,971927,2018-05-03,09:35:29
上证指数,3075.7689,-5.4084,-0.18,71469,980713,2018-05-03,09:35:34
上证指数,3075.4487,-5.7286,-0.19,72542,994316,2018-05-03,09:35:39
上证指数,3076.3919,-4.7854,-0.16,73454,1005941,2018-05-03,09:35:44
上证指数,3076.0503,-5.1270,-0.17,74034,1013312,2018-05-03,09:35:49
上证指数,3076.3212,-4.8561,-0.16,74986,1025384,2018-05-03,09:35:54
上证指数,3075.8452,-5.3321,-0.17,75766,1036958,2018-05-03,09:35:59
上证指数,3075.9963,-5.1810,-0.17,76341,1045197,2018-05-03,09:36:04
上证指数,3075.8502,-5.3271,-0.17,77242,1058961,2018-05-03,09:36:09
上证指数,3076.8519,-4.3254,-0.14,78137,1071228,2018-05-03,09:36:14
上证指数,3076.0047,-5.1726,-0.17,78701,1079212,2018-05-03,09:36:19
上证指数,3076.8969,-4.2804,-0.14,79612,1090321,2018-05-03,09:36:24
上证指数,3075.9663,-5.2110,-0.17,80346,1100705,2018-05-03,09:36:29
上证指数,3076.9643,-4.2130,-0.14,81309,1113614,2018-05-03,09:36:34
上证指数,3076.3554,-4.8219,-0.16,81930,1121950,2018-05-03,09:36:39
上证指数,3076.9003,-4.2770,-0.14,82918,1134458,2018-05-03,09:36:44
上证指数,3076.3046,-4.8727,-0.16,83554,1143863,2018-05-03,09:36:49
上证指数,3076.3293,-4.8480,-0.16,84124,1151067,2018-05-03,09:36:54
上证指数,3076.1541,-5.0232,-0.16,84974,1162704,2018-05-03,09:37:00
上证指数,3075.4578,-5.7195,-0.19,85803,1173515,2018-05-03,09:37:05
上证指数,3076.4938,-4.6835,-0.15,86472,1181096,2018-05-03,09:37:10
上证指数,3076.5439,-4.6334,-0.15,87382,1194473,2018-05-03,09:37:15
上证指数,3075.9195,-5.2578,-0.17,88165,1205750,2018-05-03,09:37:20
上证指数,3075.7552,-5.4221,-0.18,88839,1213741,2018-05-03,09:37:25
上证指数,3075.8144,-5.3629,-0.17,89809,1224751,2018-05-03,09:37:30
上证指数,3075.9620,-5.2153,-0.17,90447,1233851,2018-05-03,09:37:35
上证指数,3076.0896,-5.0877,-0.17,91036,1240614,2018-05-03,09:37:40
上证指数,3075.6642,-5.5131,-0.18,91884,1252564,2018-05-03,09:37:45
上证指数,3075.4069,-5.7704,-0.19,92707,1263187,2018-05-03,09:37:50
上证指数,3075.4880,-5.6893,-0.18,93220,1271469,2018-05-03,09:37:55
上证指数,3075.7404,-5.4369,-0.18,93999,1282087,2018-05-03,09:38:00
上证指数,3076.0102,-5.1671,-0.17,94647,1291386,2018-05-03,09:38:05
上证指数,3075.6221,-5.5552,-0.18,95214,1299219,2018-05-03,09:38:10
上证指数,3075.6545,-5.5228,-0.18,96180,1314178,2018-05-03,09:38:15
上证指数,3075.4759,-5.7014,-0.19,96905,1324737,2018-05-03,09:38:20
上证指数,3075.7735,-5.4038,-0.18,97476,1332154,2018-05-03,09:38:25
上证指数,3076.2245,-4.9528,-0.16,98430,1345591,2018-05-03,09:38:30
上证指数,3076.0196,-5.1577,-0.17,99299,1357801,2018-05-03,09:38:35
上证指数,3076.2263,-4.9510,-0.16,99904,1365150,2018-05-03,09:38:40
上证指数,3077.2958,-3.8815,-0.13,100878,1378423,2018-05-03,09:38:45
上证指数,3077.6540,-3.5233,-0.11,101831,1391267,2018-05-03,09:38:50
上证指数,3078.3263,-2.8510,-0.09,102522,1400356,2018-05-03,09:38:55
上证指数,3078.6569,-2.5204,-0.08,103704,1415665,2018-05-03,09:39:00
上证指数,3078.6582,-2.5191,-0.08,104645,1427812,2018-05-03,09:39:05
上证指数,3078.3575,-2.8198,-0.09,105428,1437409,2018-05-03,09:39:10
上证指数,3078.3161,-2.8612,-0.09,106426,1451365,2018-05-03,09:39:15
上证指数,3079.0011,-2.1762,-0.07,107359,1464579,2018-05-03,09:39:20
上证指数,3078.9207,-2.2566,-0.07,107962,1472103,2018-05-03,09:39:25
上证指数,3078.9189,-2.2584,-0.07,109015,1485296,2018-05-03,09:39:30
上证指数,3079.2405,-1.9368,-0.06,110049,1498212,2018-05-03,09:39:35
上证指数,3079.1921,-1.9852,-0.06,110819,1506712,2018-05-03,09:39:40
上证指数,3080.3300,-0.8473,-0.03,111952,1520911,2018-05-03,09:39:45
上证指数,3080.2168,-0.9605,-0.03,112849,1532260,2018-05-03,09:39:50
上证指数,3080.5468,-0.6305,-0.02,113487,1539546,2018-05-03,09:39:55
上证指数,3080.8062,-0.3711,-0.01,114518,1553637,2018-05-03,09:40:00
上证指数,3080.6881,-0.4892,-0.02,115318,1563901,2018-05-03,09:40:05
上证指数,3080.3157,-0.8616,-0.03,116244,1575954,2018-05-03,09:40:10
上证指数,3080.7981,-0.3792,-0.01,116863,1584894,2018-05-03,09:40:15
上证指数,3080.1002,-1.0771,-0.03,117879,1597212,2018-05-03,09:40:20
上证指数,3079.6378,-1.5395,-0.05,118824,1610274,2018-05-03,09:40:25
上证指数,3079.1961,-1.9812,-0.06,119630,1619671,2018-05-03,09:40:30
上证指数,3078.9899,-2.1874,-0.07,120801,1635464,2018-05-03,09:40:35
上证指数,3079.0542,-2.1231,-0.07,121772,1649163,2018-05-03,09:40:40
上证指数,3078.6411,-2.5362,-0.08,122456,1657657,2018-05-03,09:40:46
上证指数,3078.5352,-2.6421,-0.09,123553,1672179,2018-05-03,09:40:51
上证指数,3078.0978,-3.0795,-0.10,124442,1683492,2018-05-03,09:40:56
上证指数,3078.3792,-2.7981,-0.09,125183,1692305,2018-05-03,09:41:01
上证指数,3077.9236,-3.2537,-0.11,126270,1707632,2018-05-03,09:41:06
上证指数,3077.8110,-3.3663,-0.11,127149,1719198,2018-05-03,09:41:11
上证指数,3077.8013,-3.3760,-0.11,127833,1728293,2018-05-03,09:41:16
上证指数,3077.2460,-3.9313,-0.13,128881,1742465,2018-05-03,09:41:21
上证指数,3077.4185,-3.7588,-0.12,129654,1752899,2018-05-03,09:41:26
上证指数,3077.9351,-3.2422,-0.11,130295,1761526,2018-05-03,09:41:31
上证指数,3077.7862,-3.3911,-0.11,131242,1774324,2018-05-03,09:41:36
上证指数,3077.9581,-3.2192,-0.10,132025,1785122,2018-05-03,09:41:41
上证指数,3077.6404,-3.5369,-0.11,132728,1794012,2018-05-03,09:41:46
上证指数,3077.1325,-4.0448,-0.13,133646,1806281,2018-05-03,09:41:51
上证指数,3076.6091,-4.5682,-0.15,134443,1817812,2018-05-03,09:41:56
上证指数,3077.0630,-4.1143,-0.13,135019,1825603,2018-05-03,09:42:01
上证指数,3076.4137,-4.7636,-0.15,135879,1837347,2018-05-03,09:42:06
上证指数,3076.5999,-4.5774,-0.15,136505,1846470,2018-05-03,09:42:11
上证指数,3076.3440,-4.8333,-0.16,137126,1854641,2018-05-03,09:42:16
上证指数,3075.8778,-5.2995,-0.17,138202,1867051,2018-05-03,09:42:21
上证指数,3075.8669,-5.3104,-0.17,138924,1876930,2018-05-03,09:42:26
上证指数,3076.0146,-5.1627,-0.17,139619,1886093,2018-05-03,09:42:31
上证指数,3075.3627,-5.8146,-0.19,140898,1901554,2018-05-03,09:42:36
上证指数,3075.3772,-5.8001,-0.19,142181,1915869,2018-05-03,09:42:41
上证指数,3074.9065,-6.2708,-0.20,142993,1925365,2018-05-03,09:42:46
上证指数,3075.1243,-6.0530,-0.20,144203,1939686,2018-05-03,09:42:51
上证指数,3074.3361,-6.8412,-0.22,145072,1951050,2018-05-03,09:42:56
上证指数,3074.6402,-6.5371,-0.21,145874,1960034,2018-05-03,09:43:01
上证指数,3074.1157,-7.0616,-0.23,147463,1978076,2018-05-03,09:43:06
上证指数,3074.0306,-7.1467,-0.23,148602,1991575,2018-05-03,09:43:11
上证指数,3073.9190,-7.2583,-0.24,149338,2000184,2018-05-03,09:43:16
上证指数,3073.3499,-7.8274,-0.25,150354,2012486,2018-05-03,09:43:21
上证指数,3073.0675,-8.1098,-0.26,151427,2026650,2018-05-03,09:43:26
上证指数,3073.2289,-7.9484,-0.26,152078,2034795,2018-05-03,09:43:31
上证指数,3073.3563,-7.8210,-0.25,153231,2051195,2018-05-03,09:43:36
上证指数,3072.5320,-8.6453,-0.28,154328,2064882,2018-05-03,09:43:41
上证指数,3072.5320,-8.6453,-0.28,154328,2064882,2018-05-03,09:43:46
上证指数,3072.7437,-8.4336,-0.27,156366,2089351,2018-05-03,09:43:51
上证指数,3072.5780,-8.5993,-0.28,157686,2105964,2018-05-03,09:43:56
上证指数,3072.8281,-8.3492,-0.27,159050,2122369,2018-05-03,09:44:01
上证指数,3072.6941,-8.4832,-0.28,159944,2132240,2018-05-03,09:44:06
上证指数,3072.1427,-9.0346,-0.29,161327,2148172,2018-05-03,09:44:11
上证指数,3072.1673,-9.0100,-0.29,162313,2160483,2018-05-03,09:44:16
上证指数,3071.8518,-9.3255,-0.30,163079,2169634,2018-05-03,09:44:22
上证指数,3071.5295,-9.6478,-0.31,164302,2184410,2018-05-03,09:44:27
上证指数,3072.3931,-8.7842,-0.29,165148,2195590,2018-05-03,09:44:32
上证指数,3071.8672,-9.3101,-0.30,165773,2203623,2018-05-03,09:44:37
上证指数,3071.3152,-9.8621,-0.32,166561,2214326,2018-05-03,09:44:42
上证指数,3071.2730,-9.9043,-0.32,167241,2223649,2018-05-03,09:44:47
上证指数,3071.3568,-9.8205,-0.32,167709,2230214,2018-05-03,09:44:52
上证指数,3070.8001,-10.3772,-0.34,168735,2242485,2018-05-03,09:44:57
上证指数,3070.4678,-10.7095,-0.35,169351,2252225,2018-05-03,09:45:02
上证指数,3070.6599,-10.5174,-0.34,170002,2261024,2018-05-03,09:45:07
上证指数,3070.0620,-11.1153,-0.36,171000,2273290,2018-05-03,09:45:12
上证指数,3069.7345,-11.4428,-0.37,171792,2283787,2018-05-03,09:45:17
上证指数,3070.0570,-11.1203,-0.36,172380,2291614,2018-05-03,09:45:22
上证指数,3070.2746,-10.9027,-0.35,173492,2303240,2018-05-03,09:45:27
上证指数,3069.3031,-11.8742,-0.39,174266,2314589,2018-05-03,09:45:32
上证指数,3069.8958,-11.2815,-0.37,174882,2322562,2018-05-03,09:45:37
上证指数,3069.9096,-11.2677,-0.37,175774,2334276,2018-05-03,09:45:42
上证指数,3069.4829,-11.6944,-0.38,176434,2343850,2018-05-03,09:45:47
上证指数,3069.5783,-11.5990,-0.38,177026,2351780,2018-05-03,09:45:52
上证指数,3068.8484,-12.3289,-0.40,177978,2363140,2018-05-03,09:45:57
上证指数,3069.3874,-11.7899,-0.38,178725,2373404,2018-05-03,09:46:02
上证指数,3069.3136,-11.8637,-0.39,179256,2380076,2018-05-03,09:46:07
上证指数,3068.6207,-12.5566,-0.41,180131,2391785,2018-05-03,09:46:12
上证指数,3068.8371,-12.3402,-0.40,180876,2401504,2018-05-03,09:46:17
上证指数,3069.6592,-11.5181,-0.37,181580,2409445,2018-05-03,09:46:22
上证指数,3068.8064,-12.3709,-0.40,182538,2423097,2018-05-03,09:46:27
上证指数,3068.5826,-12.5947,-0.41,183291,2432549,2018-05-03,09:46:32
上证指数,3068.6634,-12.5139,-0.41,183883,2439334,2018-05-03,09:46:37
上证指数,3068.7030,-12.4743,-0.40,184804,2451258,2018-05-03,09:46:42
上证指数,3069.1305,-12.0468,-0.39,185532,2461697,2018-05-03,09:46:47
上证指数,3068.9944,-12.1829,-0.40,186232,2469858,2018-05-03,09:46:52
上证指数,3068.9043,-12.2730,-0.40,187053,2480861,2018-05-03,09:46:57
上证指数,3068.9570,-12.2203,-0.40,187854,2490893,2018-05-03,09:47:02
上证指数,3068.7212,-12.4561,-0.40,188447,2497820,2018-05-03,09:47:07
上证指数,3068.8853,-12.2920,-0.40,189210,2508061,2018-05-03,09:47:12
上证指数,3068.5102,-12.6671,-0.41,189897,2517232,2018-05-03,09:47:17
上证指数,3069.2003,-11.9770,-0.39,190450,2523941,2018-05-03,09:47:22
上证指数,3068.4741,-12.7032,-0.41,191313,2535234,2018-05-03,09:47:27
上证指数,3068.6272,-12.5501,-0.41,192054,2545095,2018-05-03,09:47:32
上证指数,3068.6935,-12.4838,-0.41,192727,2554105,2018-05-03,09:47:37
上证指数,3068.8187,-12.3586,-0.40,193349,2561319,2018-05-03,09:47:42
上证指数,3068.9974,-12.1799,-0.40,194103,2570258,2018-05-03,09:47:47
上证指数,3068.6495,-12.5278,-0.41,194777,2578660,2018-05-03,09:47:52
上证指数,3069.0288,-12.1485,-0.39,195293,2584946,2018-05-03,09:47:58
上证指数,3068.7523,-12.4250,-0.40,196142,2594779,2018-05-03,09:48:03
上证指数,3068.9043,-12.2730,-0.40,196722,2602652,2018-05-03,09:48:08
上证指数,3068.7318,-12.4455,-0.40,197203,2608689,2018-05-03,09:48:13
上证指数,3069.0043,-12.1730,-0.40,197898,2618471,2018-05-03,09:48:18
上证指数,3069.3577,-11.8196,-0.38,198555,2627966,2018-05-03,09:48:23
上证指数,3069.1693,-12.0080,-0.39,199145,2635144,2018-05-03,09:48:28
上证指数,3069.2024,-11.9749,-0.39,199950,2644038,2018-05-03,09:48:33
上证指数,3068.9386,-12.2387,-0.40,200599,2653310,2018-05-03,09:48:38
上证指数,3068.9264,-12.2509,-0.40,201099,2659556,2018-05-03,09:48:43
上证指数,3068.5492,-12.6281,-0.41,201849,2668683,2018-05-03,09:48:48
上证指数,3068.3513,-12.8260,-0.42,202450,2677180,2018-05-03,09:48:53
上证指数,3068.7576,-12.4197,-0.40,203042,2683416,2018-05-03,09:48:58
上证指数,3068.2843,-12.8930,-0.42,203829,2694079,2018-05-03,09:49:03
上证指数,3068.0306,-13.1467,-0.43,204478,2702147,2018-05-03,09:49:08
上证指数,3067.9902,-13.1871,-0.43,205049,2709788,2018-05-03,09:49:13
上证指数,3068.0546,-13.1227,-0.43,205979,2721043,2018-05-03,09:49:18
上证指数,3068.1315,-13.0458,-0.42,206664,2730200,2018-05-03,09:49:23
上证指数,3067.6687,-13.5086,-0.44,207267,2737549,2018-05-03,09:49:28
上证指数,3067.4210,-13.7563,-0.45,208216,2751362,2018-05-03,09:49:33
上证指数,3067.6487,-13.5286,-0.44,209258,2763029,2018-05-03,09:49:38
上证指数,3067.2777,-13.8996,-0.45,209886,2770138,2018-05-03,09:49:43
上证指数,3067.3623,-13.8150,-0.45,210946,2781761,2018-05-03,09:49:48
上证指数,3066.6805,-14.4968,-0.47,211756,2792372,2018-05-03,09:49:53
上证指数,3066.4489,-14.7284,-0.48,212399,2800368,2018-05-03,09:49:58
上证指数,3066.6088,-14.5685,-0.47,213409,2813496,2018-05-03,09:50:03
上证指数,3065.5313,-15.6460,-0.51,214303,2825366,2018-05-03,09:50:08
上证指数,3065.7631,-15.4142,-0.50,214960,2833355,2018-05-03,09:50:13
上证指数,3065.3097,-15.8676,-0.51,215803,2846214,2018-05-03,09:50:18
上证指数,3065.2704,-15.9069,-0.52,216464,2856220,2018-05-03,09:50:23
上证指数,3064.5755,-16.6018,-0.54,217238,2866375,2018-05-03,09:50:28
上证指数,3064.3409,-16.8364,-0.55,218220,2879007,2018-05-03,09:50:33
上证指数,3064.4632,-16.7141,-0.54,218983,2889418,2018-05-03,09:50:38
上证指数,3064.3220,-16.8553,-0.55,219643,2897776,2018-05-03,09:50:43
上证指数,3064.0822,-17.0951,-0.55,220538,2910099,2018-05-03,09:50:48
上证指数,3064.3976,-16.7797,-0.54,221396,2923013,2018-05-03,09:50:53
上证指数,3063.5352,-17.6421,-0.57,222120,2931187,2018-05-03,09:50:58
上证指数,3063.1943,-17.9830,-0.58,223113,2944710,2018-05-03,09:51:03
上证指数,3063.2766,-17.9007,-0.58,224203,2960010,2018-05-03,09:51:08
上证指数,3063.0617,-18.1156,-0.59,225014,2970758,2018-05-03,09:51:13
上证指数,3063.2792,-17.8981,-0.58,225672,2979373,2018-05-03,09:51:18
上证指数,3064.1458,-17.0315,-0.55,226929,2994053,2018-05-03,09:51:24
上证指数,3064.5491,-16.6282,-0.54,228061,3009112,2018-05-03,09:51:29
上证指数,3064.9145,-16.2628,-0.53,228813,3019996,2018-05-03,09:51:34
上证指数,3065.4478,-15.7295,-0.51,229972,3034840,2018-05-03,09:51:39
上证指数,3065.7804,-15.3969,-0.50,231098,3047551,2018-05-03,09:51:44
上证指数,3065.7818,-15.3955,-0.50,231781,3057144,2018-05-03,09:51:49
上证指数,3065.9776,-15.1997,-0.49,232906,3071776,2018-05-03,09:51:54
上证指数,3065.9665,-15.2108,-0.49,233990,3084454,2018-05-03,09:51:59
上证指数,3066.2206,-14.9567,-0.49,234748,3094541,2018-05-03,09:52:04
上证指数,3066.0767,-15.1006,-0.49,235672,3106085,2018-05-03,09:52:09
上证指数,3065.8784,-15.2989,-0.50,236484,3116716,2018-05-03,09:52:14
上证指数,3066.6186,-14.5587,-0.47,237187,3125336,2018-05-03,09:52:19
上证指数,3066.5596,-14.6177,-0.47,237969,3136046,2018-05-03,09:52:24
上证指数,3067.2812,-13.8961,-0.45,238738,3146220,2018-05-03,09:52:29
上证指数,3066.8572,-14.3201,-0.46,239321,3153899,2018-05-03,09:52:34
上证指数,3067.4800,-13.6973,-0.44,240142,3164663,2018-05-03,09:52:39
上证指数,3067.4452,-13.7321,-0.45,240762,3174155,2018-05-03,09:52:44
上证指数,3067.4840,-13.6933,-0.44,241356,3180952,2018-05-03,09:52:49
上证指数,3067.4805,-13.6968,-0.44,242149,3191485,2018-05-03,09:52:54
上证指数,3067.7360,-13.4413,-0.44,242877,3201581,2018-05-03,09:52:59
上证指数,3067.7586,-13.4187,-0.44,243557,3210557,2018-05-03,09:53:04
上证指数,3067.6033,-13.5740,-0.44,244358,3220794,2018-05-03,09:53:09
上证指数,3067.5216,-13.6557,-0.44,245051,3229920,2018-05-03,09:53:14
上证指数,3067.4291,-13.7482,-0.45,245672,3238257,2018-05-03,09:53:19
上证指数,3067.8775,-13.2998,-0.43,246370,3247746,2018-05-03,09:53:24
上证指数,3067.5433,-13.6340,-0.44,247096,3257245,2018-05-03,09:53:29
上证指数,3067.7151,-13.4622,-0.44,247641,3264550,2018-05-03,09:53:34
上证指数,3067.3682,-13.8091,-0.45,248346,3274603,2018-05-03,09:53:39
上证指数,3067.0347,-14.1426,-0.46,248970,3283245,2018-05-03,09:53:44
上证指数,3067.4537,-13.7236,-0.45,249496,3289894,2018-05-03,09:53:49
上证指数,3066.9789,-14.1984,-0.46,250239,3300667,2018-05-03,09:53:54
上证指数,3066.8440,-14.3333,-0.47,250891,3309485,2018-05-03,09:53:59
上证指数,3066.9821,-14.1952,-0.46,251356,3315081,2018-05-03,09:54:04
上证指数,3067.0639,-14.1134,-0.46,252007,3323691,2018-05-03,09:54:09
上证指数,3067.2295,-13.9478,-0.45,252536,3331369,2018-05-03,09:54:14
上证指数,3066.8299,-14.3474,-0.47,253015,3337565,2018-05-03,09:54:19
上证指数,3067.0249,-14.1524,-0.46,253752,3346871,2018-05-03,09:54:24
上证指数,3067.1321,-14.0452,-0.46,254451,3356009,2018-05-03,09:54:29
上证指数,3066.9727,-14.2046,-0.46,254762,3360551,2018-05-03,09:54:34
上证指数,3067.2622,-13.9151,-0.45,255495,3370940,2018-05-03,09:54:39
上证指数,3066.6163,-14.5610,-0.47,256111,3379458,2018-05-03,09:54:44
上证指数,3066.4323,-14.7450,-0.48,256715,3387686,2018-05-03,09:54:49
上证指数,3066.6094,-14.5679,-0.47,257158,3393463,2018-05-03,09:54:54
上证指数,3066.7723,-14.4050,-0.47,257911,3403001,2018-05-03,09:54:59
上证指数,3066.3445,-14.8328,-0.48,258417,3410283,2018-05-03,09:55:04
上证指数,3066.6174,-14.5599,-0.47,258938,3416021,2018-05-03,09:55:09
上证指数,3066.8132,-14.3641,-0.47,259656,3425069,2018-05-03,09:55:14
上证指数,3066.5304,-14.6469,-0.48,260147,3432165,2018-05-03,09:55:20
上证指数,3066.8279,-14.3494,-0.47,260648,3438715,2018-05-03,09:55:25
上证指数,3066.9259,-14.2514,-0.46,261275,3446979,2018-05-03,09:55:30
上证指数,3066.8143,-14.3630,-0.47,261831,3453922,2018-05-03,09:55:35
上证指数,3066.9221,-14.2552,-0.46,262187,3458593,2018-05-03,09:55:40
上证指数,3066.6147,-14.5626,-0.47,262775,3466745,2018-05-03,09:55:45
上证指数,3066.5151,-14.6622,-0.48,263274,3474420,2018-05-03,09:55:50
上证指数,3066.0493,-15.1280,-0.49,263739,3480156,2018-05-03,09:55:55
上证指数,3065.9864,-15.1909,-0.49,264443,3490741,2018-05-03,09:56:00
上证指数,3065.9728,-15.2045,-0.49,265045,3498399,2018-05-03,09:56:05
上证指数,3066.2195,-14.9578,-0.49,265448,3502975,2018-05-03,09:56:10
上证指数,3065.9728,-15.2045,-0.49,266128,3511910,2018-05-03,09:56:15
上证指数,3065.9185,-15.2588,-0.50,266717,3519217,2018-05-03,09:56:20
上证指数,3065.8169,-15.3604,-0.50,267094,3523834,2018-05-03,09:56:25
上证指数,3065.3871,-15.7902,-0.51,267786,3532358,2018-05-03,09:56:30
上证指数,3065.4465,-15.7308,-0.51,268330,3538499,2018-05-03,09:56:35
上证指数,3065.7071,-15.4702,-0.50,268735,3543617,2018-05-03,09:56:40
上证指数,3065.2922,-15.8851,-0.52,269427,3551654,2018-05-03,09:56:45
上证指数,3065.4103,-15.7670,-0.51,269988,3558310,2018-05-03,09:56:50
上证指数,3065.0580,-16.1193,-0.52,270335,3562942,2018-05-03,09:56:55
上证指数,3065.0937,-16.0836,-0.52,270965,3571469,2018-05-03,09:57:00
上证指数,3065.0784,-16.0989,-0.52,271516,3577942,2018-05-03,09:57:05
上证指数,3064.9314,-16.2459,-0.53,271942,3584071,2018-05-03,09:57:10
上证指数,3064.7581,-16.4192,-0.53,272586,3592905,2018-05-03,09:57:15
上证指数,3064.7886,-16.3887,-0.53,273240,3602097,2018-05-03,09:57:20
上证指数,3064.9588,-16.2185,-0.53,273639,3607548,2018-05-03,09:57:25
上证指数,3065.1210,-16.0563,-0.52,274303,3616415,2018-05-03,09:57:30
上证指数,3065.4264,-15.7509,-0.51,274808,3624674,2018-05-03,09:57:35
上证指数,3064.7975,-16.3798,-0.53,275190,3630549,2018-05-03,09:57:40
上证指数,3064.6056,-16.5717,-0.54,275838,3638859,2018-05-03,09:57:45
